"X","Reviews"
1011,"After the AQUAMAN trailer, here's SHAZAM TOO! THE REAL CAPTAIN MARVEL! <U+0001F4AA><U+0001F3FB><U+26A1><U+FE0F> WOW!!! <U+0001F631><U+0001F631><U+0001F631><U+0001F631><U+0001F631> DC THIS IS TOO MUCH! Hope SUPERMAN will have a cameo in this movie because BILLY KNOWS THAT HE SHOULD BE... "
1012,"Trailer is opened my world !!
It is very good! 
I love it! 

"
1013,"So beautiful!!! 
<U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D>

 "
1014,"  Shazam look so wack I’m sorry <U+0001F602>. Aquaman is the only one that looked sorta good"
1015,"Only Khal Drogo can make Aquaman look badass "
1016,"Yes! Flush the plan. Follow Aquaman. "
1017,"oh wow <U+0001F60D> "
1018,"Aquaman - Official Trailer 1  via "
1019,"Who asked for dudebro Aquaman? I’d like to speak with them <U+0001F634><U+0001F634><U+0001F634>"
1020,"Who is playing teen/young adult Arthur in the aquaman movie? He looks so familiar and I can’t find his name on the movies IMDB page"
1021,"Wow! I was soooooo impressed with the footage so far. Atlantis and the battles look insane &amp; James Wan has seemingly created something special.   "
1022,"Aquaman - Official Trailer 1  via "
1023,"Lmaooo but fam what about Shazam and Aquaman??? "
1024," <U+0001F602><U+0001F602><U+0001F602><U+0001F602> man came through with the sass. And nah I feel you tho, Black Manta really looks so damn clean which impressed me and I have hope for Aquaman and Shazam but yeah you’re right nothing made me change my trousers."
1025," ,  ,  all look promising. Let's see what  has for us."
1026," I've been burned by DC before, but I honestly feel like this is starting a new chapter for them. High hopes for both. Aquaman is the one I have *slight* fears for, but I trust James Wan to make this all work, he is masterclass. Shazam looks like license to print money."
1027,"Okay. I’m kinda down to see this.   "
1028,"_KF Even Aquaman looks fun. Fingers crossed for both."
1029,"Yo  big fan of your work. I also share the same dream that a small infant will fuck this world up. Shit be tight     "
1030,"Epic trailers of the day part 1: Glorious underwater super-mayhem from my main men  &amp; !!  "
1031,"New Trailers Debuted at Comic-Con Include Aquaman, Shazam, and The Simpsons "
1032,"Aquaman trailer <U+0001F525>
Shazam trailer was meh"
1033,"If you were to tell me five years ago that a movie featuring Batman, Superman, and Wonder Women would hurt the DC cinematic universe, and a Shazam and Aquaman movie would help turn it around - I'd call you insane."
1034,"Yooo... im excited for  <U+0001F629><U+0001F603>"
1035," 
WOW Impressive Visual Effects
<U+0001F988> <U+0001F499><U+0001F4A6><U+0001F41A><U+0001F44A><U+0001F4AA> "
1036,"  they are TOO GOOD for the aquaman movie"
1037,"Finally getting a moment for pause, thoughts:

Fantastic Beasts 2 looks interesting... but Depp <U+0001F62C>
Godzilla's plot is dumb but everything else is fantastic <U+0001F60D>
Shazam is everything we've been promised <U+0001F602>
Aquaman accidentally released an unfinished trailer <U+0001F613>"
1038,"What a day to be a superhero movie fan! The  trailer won for day for me surprisingly over Aquaman. What was your favourite?  _Santotaco       "
1039,"I got a question: Who more useless in a desert: Spider-Man or Aquaman"
1040,"So everything for the aquaman trailer go dey the movie inside?
Hmmm... We are gonna have a long as film."
1041,"The aquaman movie just looks like another man of steel. I sincerely hope it doesn't disappoint too."
1042," looks really good. Hopefully this will be the rebound DC needs <U+0001F44A><U+0001F3FB>"
1043,"This is HILARIOUS!!!       "
1044,"oh im excited for "
1045,"  Plus, I'd way rather be Shazam than Aquaman"
1046,"In the darkness of the Titans trailer, DC has given me light with the Aquaman and Shazam trailers"
1047,"You're goddamn right I went there with that title.    "
1048,"""Warner Bros. unveils the first trailers for ‘Aquaman’ and ‘Shazam’"" 


    "
1049,"Aquaman /  shazam / godzilla:king of monsters"
1050,"I'm not even wasting my time going to see aquaman or even watching the trailer. Me and _Cooper_ were beyond hyped for justice league and Batman vs superman and we were let down both times. I aint wasting my time and money again"
1051,"I think the only way for DC movies to be watchable now is for Marvel to make them  "
1052,"I would be excited for “Aquaman” and “Shazam” if the previous DCEU movies hadn’t whittled down my goodwill for this universe to next-to-nothing.
So like... god I hope they’re good, but fuck, I can’t get excited for DC anymore."
1053,"Classic Aquaman Costume Was Revealed in Alternate Comic-Com Trailer  "
1054,"I can't wait for the  movie

"
1055,"I can't get over the visuals in "
1056,"king of the monsters looks great
shazam looks really fun
aquaman looks super generic"
1057,"In a complete surprise to me  looks way better than ."
1058,"Idk how I feel about the new Shazam and aquaman trailer"
1059,"I wonder if  will litter in his oceans more on-screen during his solo movie...? Hmmmmmmm...

 "
1060,"Glass,  Aquaman and Shazam trailer  "
1061,"Bruh  movie finna be lit <U+0001F44C><U+0001F420> "
1062,"Awesome new  Comic-Con Trailer!!! (2018)  via "
1063,"New Trailers Debuted at Comic-Con Include Aquaman, Shazam, and The Simpsons "
1064,"Hype levels
Shazam 10/10
Aquaman 9.5/10
Fantastic Beasts 2 9.5/10

It’s good day fellas"
1065,"  I think Aquaman and Shazam will be very successful bro"
1066,"_articuno I was not expecting Aquaman to be so colorful. I’m hoping Atlantis doesn’t look cheesy. But Shazam looks like a sure hit!! <U+0001F60E>"
1067,"I have been waiting for this movie forever! "
1068,"I'm actually really excited for this after seeing the Aquaman Trailer "
1069," have you watched the aquaman trailer yet?"
1070,"The  trailer is something else! "
1071,"I liked a  video  Aquaman Trailer REACTION"
1072," Aquaman looks shit lol"
1073,"Aquaman looks like thematic sequel to Green Lantern no one but  wants."
1074,"They dropped the Shazam and aquaman man trailer? Sheeeesh <U+0001F62C><U+0001F62C>"
1075," In this particular case Petty Harbour will be a character in Aquaman. New York is always a lead, we'll be more of a cameo... but still... ain't nothin' wrong with that."
1076,"  Part of Aquaman was shot here in Newfoundland... we (the collective we) a little stoked about that."
1077,"Gotta admit aquaman’s new trailer reveal is damn good. And black manta <U+0001F632> "
1078,"I am nerding out on this so hard.     "
1079,"I liked a  video  Aquaman Official Trailer - Comic Con 2018 Breakdown"
1080,"I liked a  video  Aquaman - Official Trailer 1"
1081,"I liked a  video  Aquaman Trailer - Comic Con 2018"
1082,"aquaman, shazam, and godzilla sea of monsters trailers are all out. wow they all just snapped"
1083,"Offical Aquaman Trailer dives into SDCC2018  "
1084,"I liked a  video  Aquaman - Official Trailer 1"
1085,"  _Santotaco   and  trailers we're straight<U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525>"
1086,"Mera in Aquaman's hair is really red.

Like wow that is so red.

I didn't expect that when I saw images.

So very red, not bad, just red."
1087," Trailer got me HYPE!  brings the fire (or tide?) In all his roles. I'm ready. Black Manta, OMG off the chain."
1088," Please tell me there is a Black Manta Statue from  in production."
1089," Aside from being less dark (like literally the lighting) and having a less cluttered plot than JL and BvS, Aquaman is still being the cringy bro that he was in JL and the effects look like they're gonna be physically painful to watch <U+0001F602><U+0001F602><U+0001F602>"
1090," But like, of course I'm going to see it~ I like Aquaman a decent amount and Black Manta is easily one of my 10 favorite comic villains, he's the only redeeming quality I see this movie having, aside from Orm maybe"
1091," Aquaman looks good 2"
1092,"I might try a AMC Dolby Cinema for "
1093," sucks "
1094,"I liked a  video  AQUAMAN OFFICIAL TRAILER"
1095,"aquaman's trailer tho,, it honestly looks really good"
1096," I mean, the trailer is good 'n all. And I'm sure I'll be there first night with Aquaman apologist "
1097," Yep yep. Biggest surprise of SDCC so far. Aquaman still looks like it can just as easily be another Green Lantern."
1098," Now if only they’d reveal that Aquaman trailer with Aquaman in it."
1099,"Watch the first trailer for DC’s Aquaman  m"
1100,"Everything I’ve seen from  and  is incredible <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>"
1101,"just watched the new Aquaman trailer today is getting better and Better"
1102,". Abdul-Mateen II's  lights up the first official trailer for   "
1103,"DC debuts 'Aquaman' trailer at San Diego Comic-Con "
1104,"I liked a  video  <U+0001F534> LIVE: Aquaman - Shazam - Trailer Reaction - DC &amp; Warner Bros Panel - San Diego"
1105,"First look at Aquaman! "
1106," I'd see Aquaman."
1107," i just watched it and i dont understand how??? the cgi is sO bad ? like im so relieved im not a aquaman/dc fan rn"
1108,"   Hey, i was forced to watch the Notebook today! Give me bloody anything, anything to erase that film from my head! Aquaman trailer was like getting in a bed with fresh laundered sheets!"
1109," And that's awesome. But what about rescuing all the Cows, Pigs, Chickens, Sheep, that we stupidly &amp; selfishly slaughter everyday? 
       "
1110,"Shazam looks infinitely better than Aquaman and that's not up for debate."
1111,"PLOT TWIST :  is alan grant preparing himself for jurassic world 3 "
1112,"I liked a  video  Aquaman - Official Trailer 1"
1113," Shazam
 Godzilla
 Fantastic Beasts 
 Aquaman!"
1114,"Aquaman looks as bad as justice league, so wait until Blu-ray it is."
1115,"The sequel we've all been waiting for.  "
1116,"_1942bs  It's that good huh? Yeah it is lol! Look at you so sad. 
Aquaman is fucking awesome aaaaahahahahaha!!! "
1117,"Aquaman - Official Trailer 1  via "
1118," is the only  movie worth seeing. Well, that and Wonder Woman. It’s so nice to finally see a superhero movie that isn’t just of another one we’ve seen time and time again. Plus, Jason Momoa is legit perfect for Aquaman. He’s my <U+0001F451> "
1119,"So I’ve seen both new trailers for   and  .... AquaMan looks interesting but Shazam looks way too cheesy. Only time will tell....."
1120,"Nicole Kidman and Amber Heard at Comic-Con for Aquaman  "
1121,"Just watched both  and  and both look perfect"
1122,"New post ('Aquaman,' 'Shazam' and 'Wonder Woman 1984' lead DC's superhero charge at Comic-Con) has been published on Best oF Life Central -  "
1123,"WATCH | Action-packed Aquaman trailer released   "
1124,"Here's my  Trailer Breakdown video. I will have a video on  post later on tonight and maybe some  tomorrow "
1125,"New Trailers Debuted at Comic-Con Include Aquaman, Shazam, and The Simpsons…  "
1126," Pure exhaustion on no sleep or emotions or coolness?

What has been the coolest thing this year? You know I love my DC Comics and the Shazam trailer looks amazing. Aquaman also looks fun."
1127," Aquaman was reminiscent of Green Lantern and Cat Woman. That aquarium scene was dry as heck."
1128," a mad Kevin hart coming for aquaman"
1129,"Waiting for you. "
1130,"Ariel lookalike looking so pretty <U+0001F602><U+270C><U+0001F3FB>  "
1131," _lish   _Girl  I’ve been trying very hard to be reserved &amp; not get too hyped, but it is so hard not to be with that Aquaman trailer! 
It looks like it’s been taken directly from the comics I read (massive Aquaman fan! Haha!), &amp; I seriously can’t wait to go see it! <U+0001F60D>"
1132,"Im in love with both Godzilla 2 and shazam trailers. Aquaman im iffy on."
1133,"NEW ""Aquaman King Of The Seven Seas"" T-Shirts $14 Now!        … "
1134,"Lemme see how much the Aquaman trailer gon let me down DC can’t have a string of 2 good movies"
1135,"Aquaman: My father was a lighthouse keeper and  my mother was a queen...they made me what I am.
Me: Hot? "
1136,"Do you know what happens with the  Chris Taylor <U+0001F620><U+0001F620><U+0001F620>cheat and get out to an early lead against our      
         "
1137," Tbh I haven’t seen the trailer for aquaman yet, but I loved the Shazam trailer."
1138,"AQUAMAN AND SHAZAAM <U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525> "
1139," I did, but I felt it was lost amidst all the jokes though, so not much context! But hey, I’m willing to give this and Aquaman a chance (not a DC fan - only watched Justice League last week!) Looks like you have a busy week of trailer breakdowns ahead of you <U+0001F605><U+0001F609>"
1140,"_m 1st frame is it still Aquaman movie?"
1141,"I'm pretty sure there are Battle Mosasaurs in the  trailer. "
1142,"Holy Crap  'Aquaman': Jason Momoa Unveils Action-Heavy Trailer at Comic-Con  via "
1143,"WB Trailer Ranking: Aquaman &gt; Godzilla &gt; Shazam"
1144,"   will The Aquaman movie make over a billion dollars?"
1145,"I can not wait to see this hot man!!   "
1146,"I liked a  video  Aquaman Official Trailer - Comic Con 2018 Breakdown"
1147,"okay thanks, but can Aquaman actually slides into my dm’s <U+0001F924> I’ll enjoy that better lmao "
1148,"Everything We Know About Jason Momoa's Aquaman Movie  "
1149,"I feel so blessed right now as a DC fan.   trailer    "
1150,"Just from the trailer man I'm hyped "
1151,"I liked a  video  Aquaman Official Trailer - Comic Con 2018 Breakdown"
1152,"I SLEPT THROUGH MY ALARM FOR THE WARNER BROS PANEL BIT OH MY FUVKING GOD AQUAMAN AND SHAZAM"
1153,"AQUAMAN Trailer (2018)  via     you guys want to see this movie"
1154,"Amazing trailer of  <U+0001F525><U+0001F525><U+0001F525> "
1155,"  This is aquaman, right? "
1156,"New reaction video is up! Shazam Official Trailer Reaction next up is Aquaman!!! 

"
1157,"Grow up.  is right. "
1158,"You ever just get caught in the rain and start feeling like you're on some aquaman shit?

Yeah I wish I could talk to fish too."
1159,"Ok,  might not suck..."
1160,"Lmfaoo I couldnt give less of a fuck for aquaman"
1161,"Not even a big fan of DC but Shazam! looks fucking hilarious <U+0001F602> aswell as Aquaman looking badass! DC stepping up their game I see!! "
1162,"I liked a  video  Aquaman - Official Trailer 1"
1163,"Aquaman - Official Trailer 1 "
1164," Aquaman looks like it might be fun to watch. Godzilla however, looks like pure nonsense."
1165,"Best part of the  trailer and if you don't think so you're goddamn wrong. "
1166,"I liked a  video  Aquaman - Official Trailer 1"
1167,"Aquaman look crazy, niggas had an underwater war with a gator attacking soldiers lmao"
1168,"mot feeling the Aquaman trailer but REALLY looking forward to watching Shazam now"
1169,"James Wan says Aquaman is “more like a science fiction movie than a superhero film”  "
1170,"Game &gt; DC And Warner Brothers Get Wacky With Trailers For Aquaman..   "
1171,"Me on Friday: ""Shazam and Aquaman,meh.""
Me on Saturday: ""Holy shit,Shazam and Aquaman look incredible!""
  "
1172,"_ That Aquaman looks solid"
1173,"Holy shit snacks...I can just hear the horny women and men screaming... <U+26A1><U+FE0F> “Aquaman trailer leaves fans hyped”        "
1174,"I geeked with both but Black Manta’s reveal sold me  "
1175,"Aquaman and then Shazam????? DAYUUUM"
1176," <U+0001F633>cant believe they announced that superman and batman will be in the new aquaman<U+0001F633> "
1177,"""billy! we are meeting the aquaman"" "
1178,"Just woke up and greeted by DC with NEW TRAILERS OF SHAZAM AND AQUAMAN!! What a blast to start your day. Although, Shazam is a bit less than I expect the film to be. Hopefully It is not a letdown.
.
.
 
"
1179,"Warner Bros. unveils the first trailers for ‘Aquaman’ and ‘Shazam’ – TechCrunch  "
1180,"'Aquaman': Jason Momoa Unveils Action-Heavy Trailer at Comic-Con -  "
1181,"Warner Bros. unveils the first trailers for ‘Aquaman’ and ‘Shazam’ – TechCrunch  "
1182,"Warner Brothers and DC won Comic Con. So hype for Aquaman &amp; Shazam!"
1183,"Hmmm... agree?      "
1184," what more could you ask for "
1185,"“That is exactly why you ARE worthy.” <U+0001F30A> I am so ridiculously excited for this movie, it’s not even funny. 

        … "
1186,"Really digging the  trailer

"
1187,"Very skeptical of anyone who watches that Aquaman trailer and says, “Cool.”"
1188,"So Aquaman is just a Sharkboy reboot/spin-off?"
1189,"Aquaman - Official Trailer 1  via "
1190,"Warner Bros. unveils the first trailers for ‘Aquaman’ and ‘Shazam’  "
1191,"Redheads, ya gotta love them. Aquaman - Official Trailer 1  via "
1192,"SHAZAM
AQUAMAN
WW84
FANTASTIC BEASTS "
1193,"I will not see Aquaman because Vincent Chase isn’t in it. "
1194,"    You guys have been rockin' it like a boss. :)
Shazam, Aquaman, &amp; WW84 are gonna be great. Can't wait for Batman, Superman, The Flash, The Green Lantern Corps and Cyborg."
1195,"shazam and aquaman traileeerrr!!"
1196," Yeah with aquaman and Shazam I think that’s what they trying to do now. Then the next justice league could lead up to darkseid like marvel did with thanos"
1197,"Holy Shit!!! That's what I'm shouting right now.
Woke up at 4 am just to watch the   (SDCC) proceedings &amp; guess what found the   &amp;  trailers on youtube   &amp;  are back to the top. 
   
 "
1198," I thought Wonder Woman was always pretty popular. Aquaman, tho, has always seemed like a joke. Weirdly, Marvel's Namor seems to be better received than DC's Aquaman. Why is that, assuming my perception is correct?"
1199,"If DC can redeem itself with  ,  and Wonder Woman 1984... I will be elated. Marvel shouldn't get to have all the fun "
1200,"DC might have some decent movies with Shazam and Aquaman <U+0001F602><U+0001F602>
IM PUMPED!"
1201,"'Wonder Woman,' 'Aquaman' and 'Shazam!"" thrill Comic-Con Read more:  "
1202,"Shazam and Aquaman in one day??"
1203,"'Wonder Woman,' 'Aquaman' and 'Shazam!"" thrill Comic-Con "
1204,"I liked a  video  Aquaman - Official Trailer 1"
1205,"this aquaman movie trailer boutta be so dope"
1206,"Warner Bros. unveils the first trailers for ‘Aquaman’ and ‘Shazam’  "
1207,"Oh man!!!!   Or should I say Oh Aquaman!!!  I can’t wait!!!! "
1208,"Comic-Con 2018: DC Brings It With Trailers For ‘Aquaman,’ ‘Shazam’ "
1209,"_Bros. unveils the first trailers for ‘Aquaman’ and ‘’  "
1210,"This is what I've been waiting for since I read my first Aquaman comic. The Trench is here folks. "
1211,"Um.... Aquaman actually looks really cool... Wtf."
1212," Never liked aquaman"
1213," and  both look incredible!"
1214," Now go watch the godzilla trailer and aquaman trailer"
1215,"The Aquaman movie comes out on my birthday! DC! You shouldn’t have!

No really. You shouldn’t have. You don’t happen to have the receipt do you? 

Why? 

Um..."
1216,"Aquaman and Shazam don’t look good, they look like some sort of hot cheesy corn soup served in the middle of an African summer. "
1217,"I <U+0001F44F><U+0001F3FC>am <U+0001F44F><U+0001F3FC>here <U+0001F44F><U+0001F3FC> for<U+0001F44F><U+0001F3FC> all <U+0001F44F><U+0001F3FC> of <U+0001F44F><U+0001F3FC> this!! <U+0001F44F><U+0001F3FC>    "
1218,"Aquaman - Official Trailer 1 "
1219,"this aquaman + shazam trailer drop is just too good it’s hard to believe it’s actually happening"
1220," Can’t wait to see ; looks awesome!"
1221,"Aquaman and Shazam look terrible, what is DC doing?"
1222,"BLACK MANTA IS IN AQUAMAN FUCK YOU !!!!!"
1223,"Aquaman - Official Trailer 1 Cincere Reaction  via "
1224,"Aquaman - Official Trailer 1 - REACTION!!!  via "
1225,"Is there any connection between  movie and  game. sound and graphics feel like that. 

whatever waiting for the full movie."
1226,"Watched some trailers that came out today.
SHAZAM! - looks great
Godzilla - looks beautiful, could be good could be terrible
Fantastic Beasts - looks ok, first one was all flash no substance
Aquaman - looks really bad, hope it's not"
1227," Writers: How is the living **** are we supposed to write a movie about Aquaman?!
Producers: just steal the plot from Black Panther."
1228,"Man  And  looks great gooooo dc "
1229,"I watched trailers for Aquaman, Shazam, and Godzilla and WOW, I’m excited for movies again!! ESP GODZILLA, SO HYPED!"
1230,"Finally a DC film where I can say ""Take my Money""      "
1231,"And don’t get me wrong  looks awesome as well but  looks like the right kind of fun that DC needs. And that is missing in the DC world. And I like me some dark superhero films but Shazam just makes me happy. And it’s actually funny! Can’t wait! "
1232,"OK OK THE AQUAMAN TRAILER LOOKS FUCKING SICK. BLACK MANTA TOO BROOO OMG"
1233,"Aquaman - Official Trailer 1  via "
1234,"  WHOOPI SPIT AT A JUDGE   Godzilla       RACIST AGAINST CONSERVATIVES Fire  DOUBLE STANDARD "
1235,"""Aquaman"" looks like such a Sissy compared to ""Eric Draven"" in this 1994 The Crow trailer and this movie came out over 24 years ago... "
1236,"The Aquaman trailer kicks ass and justifies the anticipation from all the fans for the last few months. Well done  - you have brought much happiness to the DC fans. The world is now your oyster. Yes that was a sea pun."
1237,"Shazam and Aquaman look like they're both pulling directly from  most recent runs on those titles.

Both of those runs were arguably some of the best ever.

I'm in."
1238," If you've never read 'em, here's how to prep for the movies!

Aquaman by Geoff Johns and Ivan Reis:


Shazam by Geoff Johns and Gary Frank:


Both well worth your money and time."
1239,"So the Aquaman trailer was...interesting <U+0001F914>

But the Shazam trailer was...actually good? <U+0001F937><U+0001F3FD><U+200D>+<U+FE0F> 
"
1240,"The trailers for ,  and  are getting me excited for the release of these movies. Even more so for the first two as they are from the DC universe!  "
1241,"Seeing Black Manta in the aquaman trailer was very satisfying, love."
1242,"Zachary Levi being casted as Shazam is the best decision the DC franchise has ever made. Absolutely top notch casting (&amp; Jason Momoa as Aquaman for that matter) <U+0001F44F><U+0001F3FD>"
1243,"Amber Heard arrested in 2009 on charge of hitting girlfriend  via 
 "
1244," Aquaman seemed solid. Need to see more action from Shazam."
1245,"Just catching up with today's goodies from SDCC...both Shazam &amp; Aquaman's trailers look great!!"
1246,"I liked a  video  AQUAMAN OFFICIAL TRAILER"
1247,"This  trailer looks so good it might save the DCU. I’m definitely  for it, first time I said that about a DC movie. 
Aquaman - Official Trailer 1  via "
1248,"I've been telling my kid Aquaman is my favorite his entire life. He thinks the ocean is cool and the ability to talk to the fish but Batman remains his favorite.

It was his first word so I understand."
1249,"Aquaman - Official Trailer 1  via "
1250,"What if Thor, but wet "
1251,"That  trailer made me wet af. All up in my ladyboy bits."
1252," looks really good so I hope DC doesn’t screw this one up <U+0001F602>"
1253,"Just watched the trailers for Shazam and Aquaman. I now have more optimism for the DCEU (still a dumb name). They made it so you can see underwater for Aquaman now and Shazam looks like it will be solid enough"
1254,"I’ve been calling it for over a year. Aquaman is gonna make people forget about the past DCEU film failures. This trailer looks fantastic!


 
 "
1255,"So yeah, I really got annoyed by Dudebrah Aquaman in Justice League. 

...but yeah that trailer was pretty legit."
1256,"AQUAMAN OFFICIAL TRAILER  via  Jason Momoa FTW!! Amber Heard, not so much."
1257,"I liked a  video  AQUAMAN OFFICIAL TRAILER"
1258," The aquaman movie got me kinda ehh also <U+0001F62A> sad because dc has such good comics smh"
1259," Fair. Havent seen the Aquaman trailer yet. The Shazam one did not impress or intrigue me. Which is saying a lot because he is one of my favorite characters in DC."
1260,"‘Aquaman’ Drops First Trailer: See Jason Momoa In The DC Hero’s Standalone Film Debut "
1261,"Just watched  and  trailers. Aquaman looks really cool and beautiful + of course, Momoa is great. Shazam looks awesome. I liked this trailer even more. I love , this movie and his character are exactly what they should be. Can't wait for both."
1262,"‘Aquaman’ Drops First Trailer: See Jason Momoa In The DC Hero’s Standalone Film Debut "
1263,"I’ve seen people say the Aquaman trailer look good. Did we watch the same trailer?"
1264,"ERRRRRRRRIIIIIIIKKKKK!!!!! FILUUUUUP!!!!!!
FAN SCREAMING! WE ARE WAITING!     "
1265,"I liked a  video  Aquaman - Official Trailer 1"
1266,"I'm so psyched for the Aquaman movie!!!! <U+0001F601>"
1267,"Props to Aquaman for not doing the standard Hollywood thing of multiple fades to and from black as a camera pans over various fish, while a breathy consumptive chanteuse sings ""the seaweed... is always greener... in somebody... else's lake"" with a voice like the fart of a kitten"
1268,"Were there any other big trailers today aside from Aquaman and Shazam?"
1269,"  trailer is amazing can't wait for December"
1270,"<U+0001F44D> on : Aquaman Official Trailer - Comic Con 2018 Breakdown "
1271," aquamanmovie See the new  trailer now. In theaters December 21 "
1272," Aquaman it will be in theatres this December"
1273,"Aquaman is gonna be insane!!!"
1274,"Lowkey felt like after the Batman vs Superman fiasco DC went to shit but when they release Aquaman, Shazam and Wonder Woman 1984 in 2019 they really gonna redeem themselves"
1275,"Can’t wait!!!<U+0001F60D> "
1276," looks like complete bollocks, when can I buy my tickets?"
1277,"Like Aquaman, this is a complete counter to the disappointment that was Titans!
This actually looks adorable!!!
SHAZAM! - Official Teaser Trailer [HD]  via "
1278,"DC has been a roller coaster this SDCC, first I'm down with Titans, then up with Young Justice, then meh with Aquaman, then up with Shazam, how do I even internalize this???"
1279,"Shazam!,Godzilla King of Monsters, Titan, Young Justice, BROLY,Aquaman. I fucking came in my pants..."
1280,"FUCKING FUCKING fucking fucking fucking fucking

A

KWA

MAN

AQUA FUCKING 

MAN

AQUAMAN"
1281,"The trailers for Aquaman and the Crimes of Grindelwald look great. I better start saving money for this winter so I can go to the cinema"
1282,"OH YES!!! Black Manta is the villain here!!! And, James Wan is directing  ! Give some love to ! "
1283,"Nice! The moment I saw 'James Wan' as the director, I knew it would be an awesome film! Looks promising. I have a feeling that it would be as critically-praised and massively-accepted as Wonder Woman! Will watch this on theatre for sure!!!!  "
1284,"My thoughts on the Comic-Con trailers.

Fantastic Beasts: Didn’t watch, don’t give a shit. Fuck Johnny Depp.
Godzilla: <U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D>
Shazam!: Surprisingly promising.
Aquaman: Eh, whatever.
Glass: Cool, but I’m not caught up."
1285,"AQUAMAN Trailer (2018)  via "
1286,"Aquaman first trailer: Jason Momoa is Earth’s only fish-whispering hope - Vox "
1287,"aquaman .::.... tf kinda foo foo shit....."
1288," is killing it I can't wait for everything to come out!!!!   
 
 
 
 "
1289," AQUAMAN looks like the best Prince Namor the Sub-Mariner movie yet."
1290,"I want so bad for this Aquaman trailer, and movie, to be great. I’m such a Jason fan...."
1291,"Aquaman Trailer REACTION:  via "
1292,"All of these ""superhero fans"" are not gonna steal my joy it is such a great moment in time to be a superhero fan who would have thought that Aquaman Shazam the Avengers etc would be on the big screen we should be grateful"
1293,"I liked a  video  Aquaman - Official Trailer 1 (2018)| Reaction"
1294," I am not watching any aquaman movie not staring Vincent Chase. Sorry"
1295,"Say w me: 

I am not watching any aquaman movie not staring Vincent Chase"
1296,"I guess that’s Nichole Kidman?  "
1297,"I just happened to be walking by the Warner Brothers stage as this big aquatic dude came walking by.  "
1298,"The hype is real   "
1299,"i woke up to an aquaman trailer and I'm crying tears of joy."
1300,"Classic Aquaman Costume Was Revealed in Alternate Comic-Com Trailer  "
1301,"Just saw the  trailer. I have a feeling that the DC Universe is going to be led by  and Aquaman like marvel was led by Iron man and Captain America.

Sorry Supes and Bats, you had your chance. Now it's time to have some fun!

!"
1302,"ALOOOHA!  TAKING OUR CREW!  WE LOVE AQUAMAN! "
1303,"That  trailer was straight fire flames <U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F531><U+0001F531><U+0001F531><U+0001F531>"
1304,"aquaman looks valid but ambers hair is so RED like i know meras is but its. So red"
1305," Honestly the Aquaman trailer gave me some real hope for DC"
1306,"  opened the door for a better DC
 will allow that door to stay open. 

I'm going to have to drop to my knees and ask for forgiveness for doubting lol but yea I am really excited. Watched the trailer over 1000 times.  also looks great"
1307," YES YES YES YES
Not going to lie...ever since I heard we were getting an Aquaman movie I've been not excited for it. Part of it was my fear that it would look completely stupid because it would have to be majority underwater scenes...BUT DUDE IT LOOKS NICE AND I AM EXCITED "
1308,"The First “Aquaman” Trailer Dropped At Comic-Con And It’s A Wet Hot Adventure   Funny July 21, 2018 at 02:06PM

Jason Momoa is tasked with stopping a war between the Atlanteans and the land-dwellers.

View Entire Post › "
1309,"I liked a  video  ""Aquaman"" - Official Trailer REACTION!!!"
1310," We will see after Carl Manvers comes into MCU. He will be the slow death of MCU, oh well' at least I can watch Wonder Woman 2/Aquaman/Shazam!(True Captain Marvel)."
1311,"ya'll better appreciate aquaman for the man he is i don't wanna see ANY hate "
1312,"_Nichole_H if you still think Aquaman is lame after this movie we can fight "
1313," movie looks so good "
1314,"Aquaman; totally warranted dope ass looking character super awesome. Shazam; literally wasting the time to type the name because it’s absolutely garbage."
1315,"yes i want to see Aquaman, no I don't care if you don't"
1316," How kicked am I if i say Aquaman was not that badass in justice league?"
1317,"I liked a  video  AQUAMAN OFFICIAL TRAILER"
1318,"Aquaman - Bande Annonce Officielle (VF) - Jason Momoa / Amber Heard  via "
1319,"THAT AQUAMAN TRAILER THOOOOOO

My body is ready."
1320,"December is going to be a great month. I haven’t gone to a pre opening day 7pm release in years but I have to experience  with other enthusiasts. THE HYPE IS REAL!!!! "
1321,"My reaction after seeing the  trailer. "
1322,"Classic Aquaman Costume Was Revealed in Alternate Comic-Com Trailer  "
